country,year,Maternity_weeks,Maternity_prebirth,Maternity_postbirth,Parental_protected,Parental_paid,Parental_paid_long,Homecare_protected,Homecare_paid,Total_Protected,Total_paid,Total_paid_long,Patleave,Patleave_paid,Father_specific_Parleave,Father_specific_Parleave_paid,Total_Father_specific,Total_Father_specific_paid
Greece,2024,56,8,48,17.3332,8.666660000000002,..,..,..,73.3332,64.66666000000001,..,2.8,2.8,17.33,8.6666,48.53,11.46666
Greece,2025,56,8,48,17.3332,8.666660000000002,..,..,..,73.3332,64.66666000000001,..,2.8,2.8,17.33,8.6666,48.53,11.46666
Hungary,1970,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1971,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1972,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1973,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1974,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1975,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1976,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1977,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1978,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1979,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1980,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1981,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1982,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1983,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1984,12,6,6,0,0,..,150,150,162,162,..,0,0,0,0,0,0
Hungary,1985,12,6,6,46,46,..,104,104,162,162,..,0,0,0,0,0,0
Hungary,1986,12,6,6,72,72,..,78,78,162,162,..,0,0,0,0,0,0
Hungary,1987,12,6,6,72,72,..,78,78,162,162,..,0,0,0,0,0,0
Hungary,1988,12,6,6,98,98,..,52,52,162,162,..,0,0,0,0,0,0
Hungary,1989,12,6,6,98,98,..,52,52,162,162,..,0,0,0,0,0,0
Hungary,1990,12,6,6,98,98,..,52,52,162,162,..,0,0,0,0,0,0
Hungary,1991,12,6,6,98,98,..,52,52,162,162,..,0,0,0,0,0,0
Hungary,1992,24,4,20,84,84,..,52,52,160,160,..,0,0,0,0,0,0
Hungary,1993,24,4,20,84,84,..,52,52,160,160,..,0,0,0,0,0,0
Hungary,1994,24,4,20,84,84,..,52,52,160,160,..,0,0,0,0,0,0
Hungary,1995,24,4,20,84,84,..,52,52,160,160,..,0,0,0,0,0,0
Hungary,1996,24,4,20,0,0,..,136,136,160,160,..,0,0,0,0,0,0
Hungary,1997,24,4,20,0,0,..,136,136,160,160,..,0,0,0,0,0,0
Hungary,1998,24,4,20,0,0,..,136,136,160,160,..,0,0,0,0,0,0
Hungary,1999,24,4,20,84,84,..,52,52,160,160,..,0,0,0,0,0,0
Hungary,2000,24,4,20,84,84,..,52,52,160,160,..,0,0,0,0,0,0
Hungary,2001,24,4,20,84,84,..,52,52,160,160,..,0,0,0,0,0,0
Hungary,2002,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2003,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2004,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2005,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2006,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2007,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2008,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2009,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2010,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2011,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2012,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2013,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2014,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2015,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2016,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2017,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2018,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2019,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2020,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2021,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2022,24,4,20,84,84,..,52,52,160,160,..,1,1,0,0,1,1
Hungary,2023,24,4,20,84,84,..,52,52,160,160,..,2,2,8.8,8.8,10.8,10.8
Hungary,2024,24,4,20,84,84,..,52,52,160,160,..,2,2,8.8,8.8,10.8,10.8
Hungary,2025,24,4,20,84,84,..,52,52,160,160,..,2,2,8.8,8.8,10.8,10.8
Iceland,1970,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Iceland,1971,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Iceland,1972,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Iceland,1973,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Iceland,1974,0,0,0,0,0,..,..,..,0,0,..,0,0,0,0,0,0
Iceland,1975,13,0,0,0,0,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1976,13,0,0,0,0,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1977,13,0,0,0,0,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1978,13,0,0,0,0,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1979,13,0,0,0,0,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1980,13,0,0,0,0,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1981,8.666666666666666,0,0,4.333333333333333,4.333333333333333,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1982,8.666666666666666,0,0,4.333333333333333,4.333333333333333,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1983,8.666666666666666,0,0,4.333333333333333,4.333333333333333,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1984,8.666666666666666,0,0,4.333333333333333,4.333333333333333,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1985,8.666666666666666,0,0,4.333333333333333,4.333333333333333,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1986,8.666666666666666,0,0,4.333333333333333,4.333333333333333,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1987,8.666666666666666,0,0,4.333333333333333,4.333333333333333,..,..,..,13,13,..,0,0,0,0,0,0
Iceland,1988,8.666666666666666,4.333333333333333,4.333333333333333,8.666666666666666,8.666666666666666,..,..,..,17.333333333333332,17.333333333333332,..,0,0,0,0,0,0
Iceland,1989,8.666666666666666,4.333333333333333,4.333333333333333,13,13,..,..,..,21.666666666666664,21.666666666666664,..,0,0,0,0,0,0
Iceland,1990,8.666666666666666,4.333333333333333,4.333333333333333,17.333333333333332,17.333333333333332,..,..,..,26,26,..,0,0,0,0,0,0
Iceland,1991,8.666666666666666,4.333333333333333,4.333333333333333,17.333333333333332,17.333333333333332,..,..,..,26,26,..,0,0,0,0,0,0
Iceland,1992,8.666666666666666,4.333333333333333,4.333333333333333,17.333333333333332,17.333333333333332,..,..,..,26,26,..,0,0,0,0,0,0
Iceland,1993,8.666666666666666,4.333333333333333,4.333333333333333,17.333333333333332,17.333333333333332,..,..,..,26,26,..,0,0,0,0,0,0
Iceland,1994,8.666666666666666,4.333333333333333,4.333333333333333,17.333333333333332,17.333333333333332,..,..,..,26,26,..,0,0,0,0,0,0
Iceland,1995,8.666666666666666,4.333333333333333,4.333333333333333,17.333333333333332,17.333333333333332,..,..,..,26,26,..,0,0,0,0,0,0
Iceland,1996,8.666666666666666,4.333333333333333,4.333333333333333,17.333333333333332,17.333333333333332,..,..,..,26,26,..,0,0,0,0,0,0
Iceland,1997,8.666666666666666,4.333333333333333,4.333333333333333,17.333333333333332,17.333333333333332,..,..,..,26,26,..,0,0,0,0,0,0
Iceland,1998,8.666666666666666,4.333333333333333,4.333333333333333,17.333333333333332,17.333333333333332,..,..,..,26,26,..,2,2,0,0,2,2
Iceland,1999,8.666666666666666,4.333333333333333,4.333333333333333,17.333333333333332,17.333333333333332,..,..,..,26,26,..,2,2,0,0,2,2
Iceland,2000,8.666666666666666,4.333333333333333,4.333333333333333,17.3,17.3,..,..,..,25.96666666666667,25.96666666666667,..,2,2,0,0,2,2
Iceland,2001,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,17.30000019073486,4.30000019073486,17.30000019073486,4.30000019073486
Iceland,2002,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,21.69999980926514,8.69999980926514,21.69999980926514,8.69999980926514
Iceland,2003,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,26,13,26,13
Iceland,2004,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,26,13,26,13
Iceland,2005,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,26,13,26,13
Iceland,2006,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,26,13,26,13
Iceland,2007,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,26,13,26,13
Iceland,2008,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,26,13,26,13
Iceland,2009,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,26,13,26,13
Iceland,2010,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,26,13,26,13
Iceland,2011,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,26,13,26,13
Iceland,2012,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,26,13,26,13
Iceland,2013,13,4.333333333333333,8.666666666666668,26,13,..,..,..,39,26,..,0,0,26,13,26,13
Iceland,2014,13,4.333333333333333,8.666666666666668,30.3,13,..,..,..,43.3,26,..,0,0,30.3333,13,30.3333,13
Iceland,2015,13,4.333333333333333,8.666666666666668,30.3,13,..,..,..,43.3,26,..,0,0,30.3333,13,30.3333,13
Iceland,2016,13,4.333333333333333,8.666666666666668,30.3,13,..,..,..,43.3,26,..,0,0,30.3333,13,30.3333,13
Iceland,2017,13,4.333333333333333,8.666666666666668,30.3,13,..,..,..,43.3,26,..,0,0,30.3333,13,30.3333,13
Iceland,2018,13,4.333333333333333,8.666666666666668,30.3,13,..,..,..,43.3,26,..,0,0,30.3333,13,30.3333,13
Iceland,2019,13,4.333333333333333,8.666666666666668,30.3333,13,..,..,..,43.3333,26,..,0,0,30.3333,13,30.3333,13
Iceland,2020,17.33,4.333333333333333,12.996666666666666,26.003300000000003,8.67,..,..,..,43.3333,26,..,0,0,34.6633,17.33,34.6633,17.33
Iceland,2021,26,4.333333333333333,21.666666666666668,23.3333,6,..,..,..,49.3333,32,..,0,0,37.3333,20,37.3333,20
Iceland,2022,26,4.333333333333333,21.666666666666668,23.33,6,..,..,..,49.33,32,..,0,0,37.3333,20,37.333,20
Iceland,2023,26,4.333333333333333,21.666666666666668,23.33,6,..,..,..,49.33,32,..,0,0,37.3333,20,37.333,20
Iceland,2024,26,4.333333333333333,21.666666666666668,23.33,6,..,..,..,49.33,32,..,0,0,37.3333,20,37.333,20
Iceland,2025,26,4.333333333333333,21.666666666666668,23.33,6,..,..,..,49.33,32,..,0,0,37.3333,20,37.333,20
Ireland,1970,0,0,0,0,0,..,0,12,0,12,..,0,0,0,0,0,0
Ireland,1971,0,0,0,0,0,..,0,12,0,12,..,0,0,0,0,0,0
Ireland,1972,0,0,0,0,0,..,0,12,0,12,..,0,0,0,0,0,0
Ireland,1973,0,0,0,0,0,..,0,12,0,12,..,0,0,0,0,0,0
Ireland,1974,0,0,0,0,0,..,0,12,0,12,..,0,0,0,0,0,0
Ireland,1975,0,0,0,0,0,..,0,12,0,12,..,0,0,0,0,0,0
Ireland,1976,0,0,0,0,0,..,0,12,0,12,..,0,0,0,0,0,0
Ireland,1977,0,0,0,0,0,..,0,12,0,12,..,0,0,0,0,0,0
Ireland,1978,0,0,0,0,0,..,0,12,0,12,..,0,0,0,0,0,0
Ireland,1979,0,0,0,0,0,..,0,12,0,12,..,0,0,0,0,0,0
Ireland,1980,0,0,0,0,0,..,0,12,0,12,..,0,0,0,0,0,0
Ireland,1981,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1982,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1983,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1984,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1985,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1986,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1987,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1988,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1989,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1990,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1991,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1992,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1993,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1994,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1995,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1996,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1997,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1998,18,4,14,0,0,..,..,..,18,14,..,0,0,0,0,0,0
Ireland,1999,18,4,14,14,0,..,..,..,32,14,..,0,0,14,0,14,0
Ireland,2000,18,4,14,14,0,..,..,..,32,14,..,0,0,14,0,14,0
Ireland,2001,26,4,22,14,0,..,..,..,40,18,..,0,0,14,0,14,0
Ireland,2002,26,4,22,14,0,..,..,..,40,18,..,0,0,14,0,14,0
Ireland,2003,26,4,22,14,0,..,..,..,40,18,..,0,0,14,0,14,0
Ireland,2004,26,4,22,14,0,..,..,..,40,18,..,0,0,14,0,14,0
Ireland,2005,26,2,24,14,0,..,..,..,40,18,..,0,0,14,0,14,0
Ireland,2006,34,2,32,14,0,..,..,..,48,22,..,0,0,14,0,14,0
Ireland,2007,42,2,40,14,0,..,..,..,56,26,..,0,0,14,0,14,0
Ireland,2008,42,2,40,14,0,..,..,..,56,26,..,0,0,14,0,14,0
Ireland,2009,42,2,40,14,0,..,..,..,56,26,..,0,0,14,0,14,0
Ireland,2010,42,2,40,14,0,..,..,..,56,26,..,0,0,14,0,14,0
Ireland,2011,42,2,40,14,0,..,..,..,56,26,..,0,0,14,0,14,0
Ireland,2012,42,2,40,14,0,..,..,..,56,26,..,0,0,14,0,14,0
Ireland,2013,42,2,40,18,0,..,..,..,60,26,..,0,0,18,0,18,0
Ireland,2014,42,2,40,18,0,..,..,..,60,26,..,0,0,18,0,18,0
Ireland,2015,42,2,40,18,0,..,..,..,60,26,..,0,0,18,0,18,0
Ireland,2016,42,2,40,18,0,..,..,..,60,26,..,0,0,18,0,18,0
Ireland,2017,42,2,40,18,0,..,..,..,60,26,..,2,2,18,0,20,2
Ireland,2018,42,2,40,18,0,..,..,..,60,26,..,2,2,18,0,20,2
Ireland,2019,42,2,40,18,0,..,..,..,60,26,..,2,2,18,0,20,2
Ireland,2020,42,2,40,22,2,..,..,..,66,28,..,2,2,24,2,26,4
Ireland,2021,42,2,40,31,5,..,..,..,73,31,..,2,2,31,5,33,7
Ireland,2022,42,2,40,31,5,..,..,..,73,31,..,2,2,31,5,33,7
Ireland,2023,42,2,40,33,7,..,..,..,75,33,..,2,2,35,7,37,9
Ireland,2024,42,2,40,33,7,..,..,..,75,33,..,2,2,35,7,37,9
Ireland,2025,42,2,40,35,9,..,..,..,77,35,..,2,2,35,9,37,11
Israel,1970,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1971,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1972,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1973,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1974,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1975,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1976,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1977,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1978,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1979,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1980,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1981,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1982,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1983,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1984,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1985,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1986,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1987,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1988,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1989,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1990,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1991,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1992,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1993,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1994,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1995,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1996,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1997,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1998,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,1999,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,2000,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,2001,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,2002,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,2003,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,2004,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,2005,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,2006,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,2007,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,2008,12,6,8,52,0,..,..,..,64,12,..,0,0,0,0,0,0
Israel,2009,14,6,8,52,0,..,..,..,66,14,..,0,0,0,0,0,0
Israel,2010,26,6,20,32,0,..,..,..,58,14,..,0,0,0,0,0,0
Israel,2011,26,6,20,32,0,..,..,..,58,14,..,0,0,0,0,0,0
Israel,2012,26,6,20,32,0,..,..,..,58,14,..,0,0,0,0,0,0
Israel,2013,26,6,20,32,0,..,..,..,58,14,..,0,0,0,0,0,0
Israel,2014,26,6,20,32,0,..,..,..,58,14,..,0,0,0,0,0,0
Israel,2015,26,6,20,32,0,..,..,..,58,14,..,0,0,0,0,0,0
Israel,2016,26,6,20,32,0,..,..,..,58,14,..,0,0,0,0,0,0
Israel,2017,26,6,20,32,0,..,..,..,58,15,..,0,0,0,0,0,0
Israel,2018,26,6,20,32,0,..,..,..,58,15,..,0,0,0,0,0,0
Israel,2019,26,6,20,32,0,..,..,..,58,15,..,0,0,0,0,0,0
Israel,2020,26,6,20,32,0,..,..,..,58,15,..,0,0,0,0,0,0
Israel,2021,26,6,20,32,0,..,..,..,58,15,..,0,0,0,0,0,0
Israel,2022,26,6,20,32,0,..,..,..,58,15,..,0,0,0,0,0,0
Israel,2023,26,6,20,32,0,..,..,..,58,15,0,0,0,0,0,0,0
Israel,2024,26,6,20,32,0,..,..,..,58,15,0,0,0,0,0,0,0
Israel,2025,26,6,20,32,0,..,..,..,58,15,0,0,0,0,0,0,0
Italy,1970,14,6,8,26,0,..,..,..,40,14,..,0,0,0,0,0,0
Italy,1971,14,6,8,26,0,..,..,..,40,14,..,0,0,0,0,0,0
Italy,1972,21.666666666666668,8.666666666666666,13.000000000000002,26,0,..,..,..,47.66666666666667,21.666666666666668,..,0,0,0,0,0,0
Italy,1973,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1974,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1975,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1976,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1977,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1978,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1979,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1980,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1981,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1982,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1983,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1984,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1985,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1986,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1987,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1988,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1989,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1990,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1991,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1992,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1993,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1994,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1995,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1996,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1997,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1998,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,1999,21.666666666666668,8.666666666666666,13.000000000000002,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,0,0,0,0
Italy,2000,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2001,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2002,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2003,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2004,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2005,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2006,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2007,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2008,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2009,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2010,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2011,21.666666666666668,4,17.7,26,26,..,..,..,47.66666666666667,47.66666666666667,..,0,0,21.7,0,21.666500000000003,0
Italy,2012,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,0,0,21.7,0,21.666500000000003,0
Italy,2013,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,0.2,0.2,21.7,0,21.9,0.2
Italy,2014,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,0.2,0.2,21.7,0,21.9,0.2
Italy,2015,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,0.2,0.2,21.7,0,21.9,0.2
Italy,2016,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,0.4,0.4,21.7,0,22.1,0.4
Italy,2017,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,0.4,0.4,21.7,0,22.1,0.4
Italy,2018,21.7,4,17.7,26,26,..,..,..,47.7,47.7,..,0.8,0.8,21.7,0,22.5,0.8
