country	year	female_share_senmen_all	female_share_supboard_all	female_share_boards_all	female_share_weight_senmen_all	female_share_weight_supboard_all	female_share_weight_boards_all	zero_share_senmen_all	zero_share_supboard_all	zero_share_boards_all	female_share_senmen_prv	female_share_supboard_prv	female_share_boards_prv	female_share_weight_senmen_prv	female_share_weight_supboard_prv	female_share_weight_boards_prv	zero_share_senmen_prv	zero_share_supboard_prv	zero_share_boards_prv	female_share_senmen_stl	female_share_supboard_stl	female_share_boards_stl	female_share_weight_senmen_stl	female_share_weight_supboard_stl	female_share_weight_boards_stl	zero_share_senmen_stl	zero_share_supboard_stl	zero_share_boards_stl
"CROATIA"	2002	0.22952244	0.17579329	0.22249897	0.22224313	0.18869233	0.21041082	0.7473941006875139	0.6217430368373764	0.7119349347456024	0.23037177	0.17479317	0.22310124	0.2239434	0.18900219	0.21187821	0.7476531068395172	0.6229971724787936	0.7139303482587065	0.12095238	0.19619964	0.17090164	0.11764706	0.18248175	0.15765765	0.7142857142857143	0.5961538461538461	0.5409836065573771
"CYPRUS"	2002	0.053308822		0.06363429	0.055555556		0.06286837	0.9166666666666666		0.7674418604651163	0.06985294		0.10183291	0.06666667		0.09638554	0.75		0.6521739130434783	0.05		0.05534591	0.04761905		0.056338027	0.95		0.7924528301886793
"CZECH"	2002	0.08889468	0.17011693	0.11843077	0.099610895	0.18173213	0.12118583	0.8769551616266945	0.7964347326049454	0.7955300513440048	0.090786636	0.1719329	0.118828006	0.10177706	0.18326119	0.1215654	0.875	0.7946167349327092	0.7950612286205849	0.032258064	0.06666667	0.04294872	0.04255319	0.0882353	0.062992126	0.9354838709677419	0.9	0.8846153846153846
"DENMARK"	2002	0.10378465	0.16884641	0.15402064	0.11154891	0.1764706	0.17284922	0.8766408919259127	0.7949921752738655	0.6992737949506199	0.103904165	0.16769196	0.15418142	0.11172958	0.1754386	0.17325792	0.8765342002255689	0.7974481658692185	0.6991041144373986	0.018581081	0.22916667	0.038496915	0.025547445	0.22222222	0.041290324	0.9527027027027027	0.6666666666666666	0.8211920529801324
"ESTONIA"	2002	0.2428887	0.3006924	0.25879425	0.2504299	0.29809022	0.26108155	0.648440664236533	0.4352038018643758	0.5831176647607583	0.24295127	0.3010538	0.2588473	0.25051448	0.29845765	0.26121742	0.6484228899139758	0.43490203259476284	0.5831953517777042	0.08846154	0.10333334	0.12326007	0.12820514	0.121212125	0.125	0.6923076923076923	0.6	0.38461538461538464
"FINLAND"	2002	0.15146948	0.0	0.27142167	0.15676196	0.0	0.26785204	0.8456198756884065	1.0	0.47486118699414254	0.15169823		0.27177295	0.15704188		0.26853433	0.8453933940329766		0.4744860943168077	0.05078125	0.0	0.07143433	0.046666667	0.0	0.069732934	0.9453125	1.0	0.6884057971014492
"FRANCE"	2002	0.22188827	0.32217154	0.20207903	0.22560179	0.33002973	0.20586392	0.7606057948616973	0.6110304789550073	0.773011502901376	0.22200097	0.3289268	0.20226683	0.2257237	0.33815926	0.20615259	0.7604893339051502	0.6044776119402985	0.7728454389023802	0.06720571	0.0839599	0.051487416	0.072897196	0.14285715	0.060606062	0.9204545454545454	0.8421052631578947	0.9061784897025171
"GERMANY"	2002	0.1341315	0.18385628	0.16595119	0.12983058	0.18928571	0.18243258	0.8296066802729549	0.7280701754385965	0.7098641474873222	0.13415085	0.18563008	0.16610198	0.12985139	0.19293351	0.18309198	0.8295821117478591	0.7266009852216748	0.7098307985953091	0.0	0.12384259	0.043651287	0.0	0.101123594	0.046573877	1.0	0.7777777777777778	0.7369146005509641
"GREECE"	2002	0.0862069		0.41751534	0.09677419		0.3902802	0.896551724137931		0.4752116082224909	0.0862069		0.41751534	0.09677419		0.3902802	0.896551724137931		0.4752116082224909									
"HUNGARY"	2002	0.12062159	0.20512806	0.13437921	0.13278009	0.19772977	0.14479655	0.8363812690495982	0.6393372982158029	0.7829233883334356	0.12070822	0.20538981	0.13446304	0.13286902	0.19783843	0.14503762	0.8362601513153328	0.6388770735857082	0.7830443870650436	0.077586204	0.0	0.09752253	0.08571429	0.0	0.09016393	0.896551724137931	1.0	0.7297297297297297
"ICELAND"	2002	0.16666667		0.27142859	0.16666667		0.33333334	0.8333333333333334		0.5714285714285714	0.16666667		0.27142859	0.16666667		0.33333334	0.8333333333333334		0.5714285714285714									
"IRELAND"	2002	0.31016782	0.044	0.31016114	0.29409775	0.1	0.2940582	0.37423235994485526	0.88	0.3742081757280226	0.31025696	0.0	0.31025285	0.29436198	0.0	0.29435152	0.37408538670192154	1.0	0.3740811232804896	0.020451771	0.061111115	0.03274025	0.025210084	0.11627907	0.039426524	0.8518518518518519	0.8333333333333334	0.7586206896551724
"ITALY"	2002	0.15867884	0.076818086	0.17228428	0.16536754	0.09938447	0.16865483	0.7947613156435306	0.8747399281255911	0.6097176733966253	0.15909123	0.07687853	0.17259453	0.16583735	0.09941437	0.16896692	0.794314703427018	0.8746921765485888	0.6091076599105028	0.04191919	0.03693182	0.049234696	0.04290429	0.07936508	0.050919376	0.9212121212121213	0.90625	0.8516483516483516
"LATVIA"	2002	0.32744893		0.24617255	0.3358349		0.25401118	0.6469366562824507		0.6038812785388128	0.32393876		0.2468731	0.33207548		0.25531128	0.6503131524008351		0.6057692307692307	1.0		0.18112245	1.0		0.20149253	0.0		0.42857142857142855
"LIECHTENSTEIN"	2002	0.08866667		0.07106918	0.104347825		0.091603056	0.84		0.8490566037735849	0.08866667		0.07106918	0.104347825		0.091603056	0.84		0.8490566037735849									
"LITHUANIA"	2002	0.23341751		0.21447173	0.23602484		0.21979865	0.7323232323232324		0.7433035714285714	0.2477868		0.22796474	0.25111112		0.23497267	0.7154471544715447		0.7283653846153846	0.037037037		0.0390625	0.030303031		0.04255319	0.9629629629629629		0.9375
"LUXEMBOURG"	2002	0.15848553	0.1891892	0.1863402	0.17211948	0.18421052	0.20123968	0.739240506329114	0.8108108108108109	0.6609735269000854	0.15907037	0.19444445	0.18699631	0.17313218	0.19444445	0.20275344	0.7388535031847133	0.8055555555555556	0.660377358490566	0.06666667	0.0	0.033333335	0.071428575	0.0	0.04347826	0.8	1.0	0.8
"MACEDONIA"	2002			0.05			0.11764706			0.9			0.05			0.11764706			0.9									
"MALTA"	2002	1.0		0.21354167	1.0		0.2580645	0.0		0.625	1.0		0.21354167	1.0		0.2580645	0.0		0.625									
"MOLDOVA"	2002	0.0		0.0	0.0		0.0	1.0		1.0	0.0		0.0	0.0		0.0	1.0		1.0									
"NORWAY"	2002	0.07239057	0.20876288	0.13984862	0.071428575	0.18090452	0.11804158	0.9276094276094277	0.6701030927835051	0.5979827089337176	0.084886126	0.17467949	0.14659974	0.08367347	0.15463917	0.11715867	0.9151138716356108	0.7307692307692307	0.6232638888888888	0.018018018	0.24814814	0.106894	0.017857144	0.20588236	0.12039312	0.9819819819819819	0.6	0.4745762711864407
"POLAND"	2002	0.1292517	0.025	0.09597632	0.114285715	0.0625	0.0959287	0.8367346938775511	0.8	0.9027490619496132	0.12962963	0.0	0.09667054	0.114754096	0.0	0.09655436	0.8444444444444444	1.0	0.9022859356838435	0.125	0.041666668	0.037801486	0.11111111	0.1	0.05027933	0.75	0.6666666666666666	0.9415584415584416
"PORTUGAL"	2002	0.22234516	0.16666667	0.2217616	0.23717195	0.15957446	0.2345079	0.6054539487424292	0.71875	0.6056746830944201	0.22235844	0.16666667	0.22177143	0.23718311	0.15957446	0.23452498	0.6054304042965836	0.71875	0.6056692633512041	0.0		0.11111111	0.0		0.11111111	1.0		0.6666666666666666
"ROMANIA"	2002	0.17777778		0.37105283	0.17948718		0.365487	0.7666666666666667		0.4897360703812317	0.18390805		0.3710651	0.18421052		0.36549354	0.7586206896551724		0.48967840069534985	0.0		0.33333334	0.0		0.33333334	1.0		0.6666666666666666
"RUSSIA"	2002	0.21998	0.046296295	0.21790895	0.22564168	0.04347826	0.2237211	0.7666240651929087	0.9537037037037037	0.7685490898825378	0.22002055	0.05102041	0.21797606	0.22568071	0.048543688	0.22380812	0.7666400779934415	0.9489795918367347	0.7685486545240171	0.15036231	0.0	0.11282051	0.1764706	0.0	0.13636364	0.7391304347826086	1.0	0.7692307692307693
"SERBIA"	2002	0.074193545		0.074193545	0.073954985		0.073954985	0.9258064516129032		0.9258064516129032	0.074193545		0.074193545	0.073954985		0.073954985	0.9258064516129032		0.9258064516129032									
"SLOVAKIA"	2002	0.11186782	0.16666667	0.12635897	0.11842603	0.17704917	0.13295373	0.821160409556314	0.8111111111111111	0.755	0.11202075	0.1655237	0.12650716	0.118515715	0.17588496	0.1330853	0.820915926179084	0.8129675810473815	0.755272849012387	0.0	0.28125	0.092307694	0.0	0.27272728	0.10810811	1.0	0.625	0.6923076923076923
"SLOVENIA"	2002	0.14778325	0.11919105	0.2385705	0.16666667	0.13089006	0.24941176	0.8189655172413793	0.7469879518072289	0.6320939334637965	0.14906833	0.1268315	0.23997937	0.16778524	0.14124294	0.25163203	0.8173913043478261	0.7307692307692307	0.6299212598425197	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
"SPAIN"	2002	0.18011838	0.1532804	0.20219673	0.18634765	0.154047	0.21067186	0.7470249102578048	0.7759137207908927	0.6900693257297242	0.1803059	0.1533723	0.20232342	0.18651132	0.15413643	0.21080154	0.7466903384183763	0.7757793764988009	0.6897641172581975	0.15502957	0.0	0.17638646	0.15969582	0.0	0.17717068	0.7917888563049853	1.0	0.7522522522522522
"SWEDEN"	2002	0.11165473	0.15447155	0.197393	0.115448534	0.16666667	0.20173073	0.8803102907364033	0.8373983739837398	0.6742884237977952	0.11171419	0.14655173	0.19743714	0.11551181	0.14634146	0.20178366	0.8802632144853985	0.8448275862068966	0.6742566494706119	0.03265306	0.2857143	0.09741001	0.044444446	0.44444445	0.122340426	0.9428571428571428	0.7142857142857143	0.746268656716418
"SWITZERLAND"	2002	0.21066011	0.0	0.17845282	0.17785126	0.0	0.16879795	0.6990034394567423	1.0	0.6974685025549011	0.21404612	0.0	0.17982611	0.18234645	0.0	0.17089106	0.6951482479784367	1.0	0.6956573093428875	0.030342903	0.0	0.03189776	0.033846155	0.0	0.03517588	0.9043062200956937	1.0	0.8907563025210085
"TURKEY"	2002	0.07991453		0.11607143	0.09865471		0.12890625	0.8461538461538461		0.702247191011236	0.07991453		0.11607143	0.09865471		0.12890625	0.8461538461538461		0.702247191011236									
"UK"	2002	0.113442004	0.2533748	0.11739895	0.1095978	0.24028705	0.11194218	0.8620148922530697	0.7314629258517034	0.854170817860701	0.11356875	0.25904706	0.11755366	0.109781004	0.24863175	0.11220545	0.8619310099573257	0.7271116361488482	0.854115810775248	0.034721006	0.07387628	0.037355617	0.039772727	0.083333336	0.04761905	0.9141104294478528	0.8691588785046729	0.8826291079812206
"UKRAINE"	2002	0.19383794	0.06216216	0.07446358	0.18586387	0.0631545	0.07574053	0.8005822416302766	0.9362817362817363	0.9215132693393563	0.19612175	0.06247942	0.07488643	0.18807948	0.06348178	0.07614022	0.7982326951399117	0.9359565360553177	0.9210675752413402	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
"AUSTRIA"	2003	0.13248274	0.091734946	0.13797987	0.13237232	0.09572072	0.13573396	0.8313667977690377	0.8206896551724138	0.8055625261396905	0.13251808	0.092217505	0.13812739	0.13240637	0.09692671	0.13663584	0.8313218199195395	0.8201438848920863	0.8058441558441558	0.0	0.08055556	0.04994679	0.0	0.071428575	0.045212764	1.0	0.8333333333333334	0.6375
"BELARUS"	2003	0.5833333		0.5833333	0.5		0.5	0.2		0.2	0.5833333		0.5833333	0.5		0.5	0.2		0.2									
"BELGIUM"	2003	0.21233556	0.0	0.2529438	0.21387424	0.0	0.2602775	0.7489157146268749	1.0	0.6138041402095916	0.21240474	0.0	0.2530459	0.21396175	0.0	0.26045418	0.7488401128288916	1.0	0.6136746618458857	0.04909091	0.0	0.06248731	0.045454547	0.0	0.05691057	0.9272727272727272	1.0	0.8554216867469879
"BOSNIA"	2003	0.09090909		0.09090909	0.09090909		0.09090909	0.9090909090909091		0.9090909090909091	0.09090909		0.09090909	0.09090909		0.09090909	0.9090909090909091		0.9090909090909091									
"BULGARIA"	2003	0.26385933	0.0	0.26133835	0.27308583	0.0	0.2691742	0.68830616583983	1.0	0.6861606784558174	0.2638999	0.0	0.26167217	0.27312803	0.0	0.26969573	0.68827633146163	1.0	0.6861043183833606	0.15384616		0.18650316	0.16666667		0.18649517	0.7692307692307693		0.6987951807228916
"CROATIA"	2003	0.22545496	0.17810458	0.2184315	0.22111088	0.19356205	0.21133512	0.7513702042850025	0.6326109391124871	0.7185972369819341	0.22743285	0.18178517	0.22061443	0.2263566	0.197823	0.21663414	0.750886974151039	0.625	0.720479302832244	0.11067927	0.14501718	0.13130435	0.092391305	0.15725806	0.12962963	0.7794117647058824	0.7010309278350515	0.6434782608695652
"CYPRUS"	2003	0.30242273		0.22988376	0.2857143		0.24100156	0.42105263157894735		0.5708661417322834	0.3112875		0.26756513	0.28881988		0.26223776	0.3968253968253968		0.5047169811320755	0.14285715		0.03968254	0.14285715		0.05970149	0.8571428571428571		0.9047619047619048
"CZECH"	2003	0.19602144	0.108333334	0.17717402	0.20359807	0.12162162	0.1789659	0.7387755102040816	0.8583333333333333	0.7308366911590424	0.19637807	0.110091746	0.17729007	0.20392904	0.11940298	0.17908773	0.7383720930232558	0.8623853211009175	0.7307929578133157	0.045454547	0.09090909	0.066017315	0.0625	0.14285715	0.10169491	0.9090909090909091	0.8181818181818182	0.7727272727272727
"DENMARK"	2003	0.103825234	0.17184353	0.15128322	0.11232916	0.17771883	0.17473108	0.8775993584363752	0.7918781725888325	0.7134073762495861	0.103940524	0.16922063	0.15143402	0.11251231	0.1755102	0.17514727	0.8774919464027265	0.7958477508650519	0.7132615845079888	0.017482517	0.28846154	0.034421846	0.02247191	0.2631579	0.039030954	0.958041958041958	0.6153846153846154	0.8263888888888888
"ESTONIA"	2003	0.24429882	0.3065039	0.2585575	0.25301328	0.30736417	0.2636106	0.6525408827149639	0.4362389813907933	0.5947652916073969	0.24435283	0.3069798	0.25861663	0.25306234	0.30781087	0.26373187	0.6525257263478847	0.43543956043956045	0.5947576628625096	0.102564104	0.037037037	0.09871795	0.16129032	0.041666668	0.10714286	0.6923076923076923	0.8888888888888888	0.6153846153846154
"FINLAND"	2003	0.1544609	0.0	0.2832596	0.16055141	0.0	0.28731933	0.8426215783343041	1.0	0.46400428708879876	0.15466069		0.2836071	0.16079997		0.2880007	0.8424249056190841		0.46356816102470266	0.057522126	0.0	0.06746032	0.053030305	0.0	0.06768189	0.9380530973451328	1.0	0.7348484848484849
"FRANCE"	2003	0.21726128	0.2939863	0.19944018	0.22175172	0.31101096	0.20459002	0.7663659939500036	0.645414847161572	0.7783634258330249	0.21734901	0.29912415	0.19960815	0.22184461	0.318	0.20484085	0.7662784619207994	0.6401785714285714	0.7782194159760593	0.06974063	0.06380952	0.052093953	0.077294685	0.11320755	0.062176164	0.9135446685878963	0.88	0.9046997389033943
"GERMANY"	2003	0.13119163	0.1788964	0.13385299	0.13004912	0.18273945	0.1340569	0.8249620281457374	0.7258454106280193	0.8099901801181648	0.13119964	0.18107285	0.13394417	0.13005988	0.18797252	0.1344667	0.824953388302115	0.724502487562189	0.810064449970853	0.040064104	0.10598545	0.04506509	0.039215688	0.08053691	0.048213895	0.9230769230769231	0.7708333333333334	0.7376788553259142
"GREECE"	2003	0.07462686		0.404623	0.07042254		0.37461475	0.9253731343283582		0.48997265268915224	0.07575758		0.4048075	0.071428575		0.3748248	0.9242424242424242		0.4897400820793434									
"HUNGARY"	2003	0.13562457	0.21161139	0.14758672	0.14660624	0.2048705	0.15560573	0.8217490290612026	0.6456759026028548	0.7776342065076941	0.13569964	0.21187824	0.14771502	0.14672507	0.20498936	0.1558945	0.8216082087049829	0.6452290878520387	0.7776339022954679	0.08695652	0.0	0.087037034	0.06896552	0.0	0.08695652	0.9130434782608695	1.0	0.7777777777777778
"ICELAND"	2003	0.18032786		0.19634703	0.18032786		0.20338982	0.819672131147541		0.6986301369863014	0.18032786		0.19634703	0.18032786		0.20338982	0.819672131147541		0.6986301369863014									
"IRELAND"	2003	0.31151375	0.039097745	0.31151125	0.2975021	0.093023255	0.29746348	0.36976438446211046	0.8947368421052632	0.36974651822028676	0.31156582	0.0	0.3115666	0.29767567	0.0	0.29766268	0.3696992110453649	1.0	0.3696889381985536	0.029918231	0.05714286	0.042087495	0.028409092	0.10810811	0.04225352	0.7222222222222222	0.8461538461538461	0.65
"ITALY"	2003	0.17473137	0.08361343	0.1802474	0.1845015	0.109984465	0.18645312	0.7676863811466123	0.8633816425120773	0.5811322134278977	0.17511094	0.08367731	0.18055922	0.18484734	0.11002593	0.18695207	0.7673170509846727	0.8633344082554015	0.5807616185310072	0.067735046	0.03409091	0.057833735	0.0877193	0.083333336	0.06648199	0.8717948717948718	0.9	0.7266187050359713
"LATVIA"	2003	0.2403484		0.22679707	0.24217688		0.23859769	0.751412429378531		0.655119084441695	0.23927392		0.22712873	0.24114442		0.23964955	0.7524752475247525		0.6558038485412787	1.0		0.12965368	1.0		0.12727273	0.0		0.45454545454545453
"LIECHTENSTEIN"	2003	0.08737864		0.07716049	0.10659899		0.09633028	0.8349514563106796		0.8425925925925926	0.08737864		0.07716049	0.10659899		0.09633028	0.8349514563106796		0.8425925925925926									
"LITHUANIA"	2003	0.48282337	0.5	0.44068494	0.46057144	0.5	0.4230038	0.4673157162726008	0.0	0.5044136191677175	0.48538136	0.5	0.44571102	0.4644936	0.5	0.43066406	0.4646892655367232	0.0	0.5	0.3181818		0.18	0.25		0.14285715	0.6363636363636364		0.7333333333333333
"LUXEMBOURG"	2003	0.17858551	0.28989363	0.20534799	0.20151465	0.28431374	0.22134878	0.6934306569343066	0.7021276595744681	0.6307692307692307	0.17902109	0.29347825	0.20568064	0.20264901	0.29166666	0.22243029	0.6926829268292682	0.7065217391304348	0.630406852248394	0.0	0.125	0.05	0.0	0.16666667	0.035714287	1.0	0.5	0.8
"MACEDONIA"	2003			0.1948718			0.28125			0.5384615384615384			0.1948718			0.28125			0.5384615384615384									
"MALTA"	2003	0.375		0.23666666	0.33333334		0.21568628	0.5		0.6	0.375		0.23666666	0.33333334		0.21568628	0.5		0.6									
"MOLDOVA"	2003	0.0		0.0	0.0		0.0	1.0		1.0	0.0		0.0	0.0		0.0	1.0		1.0									
"NORWAY"	2003	0.0754717	0.23913044	0.15067244	0.07462686	0.25892857	0.1442704	0.9245283018867925	0.6811594202898551	0.6293333333333333	0.08735632	0.22777778	0.1573271	0.08656036	0.26666668	0.1475501	0.9126436781609195	0.7333333333333333	0.6506410256410257	0.021052632	0.24786325	0.11771599	0.020618556	0.25373134	0.13492064	0.9789473684210527	0.6410256410256411	0.5238095238095238
"POLAND"	2003	0.1734694	0.025	0.098994344	0.18666667	0.06666667	0.09931653	0.7346938775510204	0.8	0.8997122302158274	0.18181819	0.0	0.099636815	0.21311475	0.0	0.09997119	0.7272727272727273	1.0	0.8992518340960267	0.1	0.03125	0.032491945	0.071428575	0.071428575	0.043209877	0.8	0.75	0.9473684210526315
"PORTUGAL"	2003	0.22796935	0.15876393	0.22733544	0.24320032	0.1438849	0.24104849	0.6000589014872626	0.7021276595744681	0.6006180960136983	0.22796935	0.15876393	0.22734272	0.24320032	0.1438849	0.24105342	0.6000589014872626	0.7021276595744681	0.6006139581506077			0.11111111			0.16666667			0.6666666666666666
"ROMANIA"	2003	0.24691358		0.3431753	0.26666668		0.33802816	0.7407407407407407		0.5301724137931034	0.24691358		0.3431753	0.26666668		0.33802816	0.7407407407407407		0.5301724137931034									
"RUSSIA"	2003	0.21617025	0.081081085	0.2156735	0.21996742	0.08791209	0.21957695	0.7772569658594082	0.9054054054054054	0.7776648204749048	0.21618307	0.09090909	0.21569322	0.21998233	0.1	0.21960658	0.777251542152159	0.8939393939393939	0.7776523254892639	0.14423077	0.0	0.11935484	0.15151516	0.0	0.11363637	0.8076923076923077	1.0	0.8387096774193549
"SERBIA"	2003	0.12311558	1.0	0.12562814	0.12727273	1.0	0.13122173	0.864321608040201	0.0	0.8592964824120602	0.12311558	1.0	0.12562814	0.12727273	1.0	0.13122173	0.864321608040201	0.0	0.8592964824120602									
"SLOVAKIA"	2003	0.12663291	0.18812189	0.13592216	0.12926224	0.19686411	0.14130434	0.7991071428571429	0.7966417910447762	0.7562735257214555	0.12670362	0.18339646	0.13565905	0.12930232	0.19257951	0.14081392	0.7989949748743719	0.8011363636363636	0.7566120906801007	0.0	0.5	0.20555556	0.0	0.5	0.26923078	1.0	0.5	0.6666666666666666
"SLOVENIA"	2003	0.102657005	0.20041153	0.22921616	0.12643678	0.18229167	0.24116848	0.855072463768116	0.6419753086419753	0.6334498834498834	0.10493827	0.21324201	0.23030396	0.13095239	0.19411765	0.24279836	0.8518518518518519	0.6301369863013698	0.632258064516129	0.0	0.083333336	0.060606062	0.0	0.09090909	0.071428575	1.0	0.75	0.8181818181818182
"SPAIN"	2003	0.18203607	0.14230445	0.20457569	0.1893807	0.14403167	0.21422277	0.7467554300316052	0.7668356263577119	0.6935110092838652	0.18220897	0.14240757	0.20471029	0.18953627	0.14411944	0.21434812	0.7464579009114701	0.7666666666666667	0.6932376029490916	0.15551986	0.0	0.16622297	0.15839243	0.0	0.16879432	0.7923875432525952	1.0	0.7714120370370371
"SWEDEN"	2003	0.11464256	0.14130434	0.18329737	0.11904687	0.17801048	0.19835009	0.87649388549194	0.8385093167701864	0.6956167524453009	0.11468057	0.13157895	0.1833037	0.11907246	0.13664596	0.1983641	0.8764884832681443	0.8552631578947368	0.6956394426685537	0.06378738	0.30555555	0.16707283	0.09375	0.4	0.17948718	0.8837209302325582	0.5555555555555556	0.6375
"SWITZERLAND"	2003	0.20636965	0.0	0.17433675	0.17732015	0.0	0.16653845	0.7044991511035653	1.0	0.7044333133971292	0.20921679		0.1754842	0.18096483		0.16816394	0.7010522684146973		0.7027811275248719	0.02889785	0.0	0.033371914	0.031716418	0.0	0.03405573	0.9193548387096774	1.0	0.9074074074074074
"TURKEY"	2003	0.14058824	0.2	0.17251614	0.1521739	0.2	0.18534483	0.7176470588235294	0.0	0.55	0.13829365		0.17265046	0.14917128		0.18625277	0.7261904761904762		0.5539568345323741									
"UK"	2003	0.120232016	0.24752043	0.12392993	0.11715439	0.23569418	0.11880176	0.8544123627490849	0.7359212684527064	0.8459665540247813	0.120322526	0.25331545	0.12404305	0.11728462	0.24519831	0.11901102	0.8543801496353821	0.7324102853913534	0.846010970698514	0.05521542	0.075180076	0.0567544	0.058631923	0.08627451	0.065625	0.8775510204081632	0.8403361344537815	0.8195876288659794
"UKRAINE"	2003	0.16268033	1.0	0.07227152	0.156	1.0	0.073361486	0.8314350797266514	0.0	0.9261756876663709	0.16268033	1.0	0.07229718	0.156	1.0	0.07338445	0.8314350797266514	0.0	0.9261494763003728									
"AUSTRIA"	2004	0.13669132	0.11160479	0.14093734	0.13774349	0.11222137	0.13974808	0.8286788128023191	0.7847457627118644	0.8078997207331557	0.13671054	0.11297689	0.14106594	0.13775682	0.1144916	0.14061669	0.8286610138062406	0.7824561403508772	0.8080835676978706	0.041666668	0.0725	0.042150512	0.06666667	0.057692308	0.03846154	0.9166666666666666	0.85	0.6666666666666666
"BELARUS"	2004	0.6515958		0.6515958	0.57528955		0.57528955	0.2074468085106383		0.2074468085106383	0.6515958		0.6515958	0.57528955		0.57528955	0.2074468085106383		0.2074468085106383									
"BELGIUM"	2004	0.21215123	0.0	0.25166386	0.21427308	0.0	0.25794843	0.7437768075980392	1.0	0.6007821185789115	0.21223238	0.0	0.25176975	0.21439098	0.0	0.25817108	0.7436907711563514	1.0	0.6006618924812114	0.04495614	0.0	0.054385416	0.04195804	0.0	0.052910052	0.9210526315789473	1.0	0.8247422680412371
"BOSNIA"	2004	0.079166666	0.0	0.079166666	0.10869565	0.0	0.10204082	0.875	1.0	0.875	0.081196584		0.081196584	0.11111111		0.11111111	0.8717948717948718		0.8717948717948718									
"BULGARIA"	2004	0.26989824	0.0	0.26831675	0.27796957	0.0	0.2748946	0.683391177001625	1.0	0.679529591739172	0.26996964	0.0	0.26850417	0.2780438	0.0	0.27516767	0.6833135952146772	1.0	0.6796038235632845	0.14285715		0.21874547	0.14285715		0.22459893	0.8214285714285714		0.6598984771573604
"CROATIA"	2004	0.22799446	0.19555475	0.22522336	0.23090222	0.19989616	0.21901229	0.709079283887468	0.5712209302325582	0.6604244694132334	0.23018038	0.19845022	0.2271035	0.2350089	0.20274818	0.2231312	0.7075757575757575	0.5642237982663515	0.6614431486880467	0.08773148	0.16121495	0.13851541	0.08571429	0.16433567	0.13276231	0.8055555555555556	0.6542056074766355	0.6134453781512605
"CYPRUS"	2004	0.22698045		0.16631794	0.20496894		0.17268446	0.5185185185185185		0.6491228070175439	0.24241123		0.20388225	0.22108844		0.19774011	0.4742268041237113		0.576271186440678	0.09090909		0.035947714	0.035714287		0.047169812	0.9090909090909091		0.9019607843137255
"CZECH"	2004	0.21019779	0.06666667	0.18750173	0.21742424	0.10526316	0.18730348	0.7153730703259005	0.8666666666666667	0.716794288675226	0.2102386	0.0	0.18757439	0.21745877	0.0	0.18747082	0.7153351206434316	1.0	0.7167905359989245	0.083333336	0.25	0.08241943	0.11111111	0.33333334	0.07801419	0.8333333333333334	0.5	0.7222222222222222
"DENMARK"	2004	0.10634411	0.19534926	0.15053499	0.11492441	0.19512194	0.17240977	0.8752844596530857	0.7703583061889251	0.7186196219035202	0.10643104	0.19240741	0.1506606	0.115062535	0.19316688	0.17274743	0.8752077760996313	0.7733333333333333	0.7184961007602702	0.026485788	0.32142857	0.033875007	0.029661017	0.2777778	0.039940827	0.9457364341085271	0.6428571428571429	0.8333333333333334
"ESTONIA"	2004	0.24057546	0.2984306	0.25454354	0.24885617	0.2963671	0.25861466	0.6676525655984588	0.4314602372156329	0.6104341811216346	0.2406131	0.2990053	0.25459486	0.24890622	0.29692766	0.2587567	0.667652886729459	0.4304364770070148	0.6104428358526719	0.125	0.030303031	0.09384921	0.15625	0.03125	0.09375	0.6666666666666666	0.9090909090909091	0.5833333333333334
"FINLAND"	2004	0.15792869	0.0	0.2883363	0.16449891	0.0	0.28560838	0.8385556274455434	1.0	0.44578364565587736	0.15813102		0.28862333	0.16473074		0.28618994	0.8383621687527973		0.4454596824922969	0.049586777	0.0	0.076365456	0.055555556	0.0	0.0765625	0.9421487603305785	1.0	0.6850393700787402
"FRANCE"	2004	0.21837056	0.2851364	0.20207821	0.22426625	0.3037673	0.2081169	0.7627516568433668	0.6598596043395022	0.7732333977023533	0.21846499	0.2901218	0.20223413	0.22436942	0.3121903	0.20837554	0.762658473286997	0.6551499348109517	0.7731099595557688	0.0576888	0.053391054	0.05316512	0.072407044	0.088607594	0.06575682	0.9213197969543148	0.8787878787878788	0.8911138923654568
"GERMANY"	2004	0.13094082	0.17881083	0.13364781	0.13132827	0.18590093	0.13519596	0.825883614250312	0.728463476070529	0.8120957758898442	0.13094983	0.18043935	0.13373448	0.13133885	0.1891044	0.13562073	0.8258746519672638	0.7286380113930606	0.8122144946332206	0.04269294	0.120576136	0.051704448	0.048076924	0.11904762	0.056003306	0.9137931034482759	0.7222222222222222	0.6998394863563403
"GREECE"	2004	0.2254902		0.39224783	0.22302158		0.36142823	0.7478991596638656		0.4938875305623472	0.2254902		0.39224783	0.22302158		0.36142823	0.7478991596638656		0.4938875305623472									
"HUNGARY"	2004	0.23291923	0.22365831	0.23377417	0.23683335	0.21498173	0.22546189	0.7255422753430721	0.6162032269138346	0.7032881619411308	0.23300688	0.22369899	0.2339309	0.23690426	0.21515706	0.22578672	0.7254670309384922	0.6158872077028886	0.7032074705643524	0.125	0.2	0.101428576	0.16129032	0.1	0.1	0.8181818181818182	0.8	0.7714285714285715
