country	year	female_share_senmen_all	female_share_supboard_all	female_share_boards_all	female_share_weight_senmen_all	female_share_weight_supboard_all	female_share_weight_boards_all	zero_share_senmen_all	zero_share_supboard_all	zero_share_boards_all	female_share_senmen_prv	female_share_supboard_prv	female_share_boards_prv	female_share_weight_senmen_prv	female_share_weight_supboard_prv	female_share_weight_boards_prv	zero_share_senmen_prv	zero_share_supboard_prv	zero_share_boards_prv	female_share_senmen_stl	female_share_supboard_stl	female_share_boards_stl	female_share_weight_senmen_stl	female_share_weight_supboard_stl	female_share_weight_boards_stl	zero_share_senmen_stl	zero_share_supboard_stl	zero_share_boards_stl
"POLAND"	2014	0.18669888	0.18244322	0.18673982	0.18988338	0.18498068	0.18939959	0.802676325586075	0.47174447174447176	0.8000903070439495	0.18719529	0.26060948	0.18704998	0.19055264	0.25490198	0.190473	0.8028721420463759	0.49056603773584906	0.8023841300655181	0.11847946	0.17074035	0.14616285	0.13876653	0.17610455	0.15989515	0.775766016713092	0.4689265536723164	0.5
"PORTUGAL"	2014	0.3316673	0.31801286	0.3280054	0.34181294	0.2989477	0.32926595	0.443998387996776	0.5214382428163081	0.43850792519258325	0.33170828	0.31963968	0.32804605	0.3419043	0.30464283	0.32955462	0.44396170839469806	0.5215281989084294	0.4385467747333498	0.09144883	0.1076121	0.12107744	0.11320755	0.10079575	0.116707616	0.6590909090909091	0.5098039215686274	0.24074074074074073
"ROMANIA"	2014	0.2219191	0.21839827	0.2359388	0.23595506	0.1724138	0.23979592	0.7210776545166403	0.4909090909090909	0.6921558954119388	0.2297668	0.2761905	0.2341955	0.24013157	0.22556391	0.23857024	0.7325102880658436	0.39473684210526316	0.709154113557358	0.19561577	0.08921569	0.24593534	0.22695035	0.071428575	0.24383561	0.6827586206896552	0.7058823529411765	0.5946843853820598
"RUSSIA"	2014	0.27002707	0.28217807	0.27042374	0.27416188	0.28232068	0.2747376	0.7237869598256526	0.2834507042253521	0.7215175957298272	0.27003342	0.28652444	0.27043787	0.27421096	0.28802407	0.27488092	0.7238663964603888	0.27839229924850123	0.7216533440258526	0.24651083	0.20335074	0.22119562	0.22549771	0.19597484	0.21286568	0.43026706231454004	0.37519142419601836	0.24792243767313019
"SERBIA"	2014	0.23732048	0.21476036	0.2379259	0.23597573	0.21409921	0.23634169	0.7471776890492309	0.48717948717948717	0.7431754537945484	0.2374494	0.2084853	0.23795089	0.23665746	0.21625766	0.23673852	0.752063563944752	0.5053191489361702	0.749687902912224	0.22905798	0.22427414	0.23634773	0.22522256	0.2112676	0.23146474	0.4340369393139842	0.4596774193548387	0.33204134366925064
"SLOVAKIA"	2014	0.23597015	0.3257143	0.23393731	0.24475072	0.2923077	0.24115904	0.6936976522520939	0.2857142857142857	0.6913297505497794	0.23597547	0.11111111	0.23394054	0.2447787	0.14285715	0.24122018	0.6937145870802851	0.6666666666666666	0.6914964945742389	0.21057348	0.34583333	0.22762458	0.175	0.30081302	0.20924574	0.6129032258064516	0.25	0.3670886075949367
"SLOVENIA"	2014	0.20885094	0.1984654	0.2058045	0.20718816	0.19595599	0.20030436	0.7241106719367589	0.5096262740656852	0.6303482587064677	0.20762697	0.19644336	0.20517248	0.20472442	0.1923077	0.19743015	0.7305194805194806	0.5184743742550656	0.6384928716904277	0.25454545	0.23702201	0.2327888	0.24561404	0.24279836	0.24011299	0.48484848484848486	0.3409090909090909	0.2826086956521739
"SPAIN"	2014	0.21853895	0.122149676	0.2393403	0.22685032	0.1285245	0.24319698	0.6927319810099266	0.7680868167202572	0.6637515511634239	0.21849847	0.12126037	0.2391707	0.22710593	0.12746201	0.243056	0.6927913804900441	0.7727458180334558	0.6646537665347002	0.2304943	0.18106061	0.290078	0.16985646	0.16666667	0.26510745	0.6751918158567775	0.4594594594594595	0.39383983572895276
"SWEDEN"	2014	0.17457579	0.21160193	0.28098252	0.1835888	0.22070844	0.28329188	0.8016063966424863	0.6428571428571429	0.4707579134585078	0.17471711	0.21074364	0.2811193	0.183725	0.20881426	0.28377834	0.8023725826815997	0.7411095305832148	0.471035322365195	0.1412586	0.21525879	0.1835155	0.17320459	0.22978383	0.2055153	0.6209850107066381	0.22424242424242424	0.27309236947791166
"SWITZERLAND"	2014	0.18028954	0.08577391	0.20423777	0.20550793	0.10163112	0.20731473	0.73531912366835	0.6898395721925134	0.645822856215359	0.18032405	0.09872889	0.20428026	0.20564018	0.11818182	0.20748657	0.7353134137352891	0.7352941176470589	0.6458472795412291	0.064093426	0.08289502	0.070648916	0.072106265	0.098981075	0.08941606	0.7545454545454545	0.6797385620915033	0.5690376569037657
"TURKEY"	2014	0.09912538	0.19547619	0.11317715	0.10657917	0.18085106	0.12924181	0.8524774774774775	0.48	0.7889210716871832	0.098761424	0.0625	0.11299114	0.10590905	0.11111111	0.1286237	0.853182104599874	0.5	0.7918531372728103	0.14979115	0.20703934	0.13374893	0.16312057	0.1882353	0.14820144	0.7543859649122807	0.4782608695652174	0.46464646464646464
"UK"	2014	0.23329295	0.22154133	0.232597	0.24727471	0.20285262	0.24260694	0.7034940760978526	0.7131576020464909	0.701546319987739	0.23352818	0.24404567	0.23284705	0.24783805	0.24192312	0.24359542	0.7033913106501388	0.7307640660668726	0.7018314211096368	0.07982529	0.112998664	0.101807274	0.08849141	0.14352237	0.12223181	0.7705426356589147	0.6282383419689119	0.5524218270999387
"UKRAINE"	2014	0.26146165	0.125	0.22754395	0.26348928	0.14	0.22765608	0.7372132729567219	0.875	0.7697054371870998	0.26382867	0.26666668	0.23131335	0.26629907	0.3125	0.23311149	0.7351701294790726	0.7333333333333333	0.7668182906392147	0.093315504	0.060606062	0.0935461	0.10504202	0.05882353	0.093023255	0.8823529411764706	0.9393939393939394	0.8723404255319149
"ALBANIA"	2015	0.21150687	0.24723692	0.21477166	0.21304649	0.22908367	0.21628499	0.7401433691756273	0.5123456790123457	0.7058823529411765	0.21150687	0.24723692	0.21477166	0.21304649	0.22908367	0.21628499	0.7401433691756273	0.5123456790123457	0.7058823529411765									
"AUSTRIA"	2015	0.14468387	0.16077228	0.14579716	0.14866944	0.1647903	0.14989813	0.8163461775813976	0.5531115879828327	0.8100395392814166	0.14470918	0.16083059	0.14580426	0.14875482	0.16467221	0.14993568	0.8163403050431719	0.558062740781508	0.8102171847872375	0.071428575	0.15851803	0.12809566	0.05	0.16708861	0.13812155	0.8333333333333334	0.3617021276595745	0.3673469387755102
"BELARUS"	2015	0.6680664	0.0	0.54942054	0.61351484	0.0	0.50055414	0.2585482903419316	1.0	0.2958057395143488	0.6680664	0.0	0.54942054	0.61351484	0.0	0.50055414	0.2585482903419316	1.0	0.2958057395143488									
"BELGIUM"	2015	0.23925139	0.20908904	0.26921612	0.2525671	0.23856209	0.2753761	0.652806932939975	0.5333333333333333	0.5444866582019574	0.23931074	0.16865079	0.26923993	0.2527812	0.18518518	0.27557832	0.6528298138056312	0.6666666666666666	0.5446029580416815	0.13468885	0.21460335	0.22653624	0.13432837	0.2437276	0.19291705	0.6125	0.5151515151515151	0.336283185840708
"BOSNIA"	2015	0.20700343	0.22444445	0.21073064	0.20279503	0.22939867	0.20859873	0.7542997542997543	0.503030303030303	0.7305844675740593	0.2133629	0.2482639	0.21578117	0.21603376	0.23188406	0.2198609	0.7733148661126501	0.4583333333333333	0.7594361073215098	0.15709542	0.21467237	0.17358656	0.16588235	0.22829582	0.1838983	0.605072463768116	0.5213675213675214	0.5183946488294314
"BULGARIA"	2015	0.33215073	0.11111111	0.33414266	0.32923242	0.12903225	0.3315854	0.6383800706054753	0.8333333333333334	0.6266464863243818	0.33222666	0.0	0.33420056	0.32932028	0.0	0.33172312	0.638354390608487	1.0	0.6267917680653828	0.19924603	0.13333334	0.24721664	0.23684211	0.15384616	0.26129666	0.6833333333333333	0.8	0.4084507042253521
"CROATIA"	2015	0.24419042	0.22582057	0.24414718	0.2484861	0.22840606	0.24532434	0.7161705285726065	0.6070686070686071	0.7036979369404438	0.24465203	0.22525159	0.2443306	0.24904983	0.22583732	0.2457119	0.7157973051169711	0.6133909287257019	0.7044584992582181	0.058055557	0.24045615	0.18233088	0.114754096	0.2628205	0.21621622	0.8666666666666667	0.4444444444444444	0.4473684210526316
"CYPRUS"	2015	0.27861953	0.19375	0.29449478	0.22222222	0.12195122	0.28396535	0.6060606060606061	0.6666666666666666	0.5950624290578888	0.3809524	0.0	0.2951044	0.2972973	0.0	0.28702152	0.5714285714285714	1.0	0.596175799086758	0.09953704	0.21136364	0.1876825	0.14285715	0.125	0.14184397	0.6666666666666666	0.6363636363636364	0.4
"CZECH"	2015	0.22153768	0.18405388	0.22181678	0.23517223	0.20535715	0.23529594	0.7085529160374225	0.4	0.699482248100345	0.22154383	0.22342315	0.22182463	0.23519963	0.2625	0.23535323	0.7085500507588766	0.16666666666666666	0.6994879023320053	0.025	0.125	0.0835145	0.033333335	0.0625	0.05952381	0.8	0.75	0.6
"DENMARK"	2015	0.1291728	0.196531	0.15140471	0.13526426	0.20647918	0.16838706	0.8516456731298454	0.6945380984490896	0.7622949154264236	0.12919411	0.19456539	0.15140018	0.13532336	0.20345409	0.16841091	0.851693937486889	0.7144896502498216	0.7625085762203644	0.08548387	0.2301142	0.15989664	0.09859155	0.2229885	0.1602434	0.7526881720430108	0.35365853658536583	0.3619047619047619
"ESTONIA"	2015	0.2816569	0.29390946	0.28411943	0.28330958	0.28651553	0.283248	0.6635000770772314	0.453156146179402	0.6514852055109951	0.2816534	0.29425278	0.28412694	0.28331682	0.2870892	0.28328633	0.6635062870356988	0.45336442371752167	0.6515064287085013	0.33333334	0.16507937	0.18645833	0.21428572	0.15789473	0.1764706	0.5714285714285714	0.375	0.375
"FINLAND"	2015	0.19919598	0.24135719	0.30737656	0.21231207	0.22950819	0.3091682	0.7739914464718839	0.2807017543859649	0.43443795248178985	0.19920719	0.14166667	0.30745727	0.2123329	0.21428572	0.3094588	0.7742989732284545	0.5	0.43452694643996337	0.18586153	0.248881	0.19458842	0.20793651	0.23024055	0.20833333	0.40816326530612246	0.2641509433962264	0.31007751937984496
"FRANCE"	2015	0.22375824	0.25842702	0.2123125	0.24244986	0.26748678	0.23128058	0.7152478644259891	0.5786679536679536	0.7179855606722649	0.22378339	0.25515476	0.21228425	0.24264167	0.25734526	0.23112194	0.7154489921405544	0.5963187090267272	0.7182898006181444	0.17923456	0.33133546	0.2659277	0.18765534	0.33877552	0.25949368	0.3593220338983051	0.1853932584269663	0.14057507987220447
"GERMANY"	2015	0.14727138	0.17908359	0.14832659	0.14964819	0.17952128	0.15142813	0.8107408545385139	0.5807141468472555	0.80357606317897	0.14731255	0.17942537	0.14834203	0.14973922	0.17901963	0.15143803	0.8107261859138136	0.58386819294647	0.8037354947516803	0.054335207	0.16283982	0.11725931	0.066189624	0.19097222	0.14831002	0.8438438438438438	0.4308176100628931	0.4826666666666667
"GREECE"	2015	0.22960821	0.10918094	0.24583232	0.25677475	0.125	0.2566767	0.5857959382220601	0.6666666666666666	0.5272313814667424	0.2319545		0.24855578	0.25920704		0.2603035	0.582305034550839		0.5235723387003359	0.06982457	0.10918094	0.10069837	0.10108303	0.125	0.12542373	0.8235294117647058	0.6666666666666666	0.7222222222222222
"HUNGARY"	2015	0.3003048	0.3092502	0.29926348	0.30844814	0.3059726	0.30107674	0.6748862942094902	0.48334636434714623	0.6464230254762381	0.3003354	0.30944082	0.29928356	0.308587	0.30686158	0.30136424	0.6748760947790075	0.48371947401377585	0.6464916732020114	0.075	0.13528912	0.16868757	0.0952381	0.104477614	0.13333334	0.75	0.14285714285714285	0.2
"ICELAND"	2015	0.1888288	0.6666667	0.20745604	0.18941326	0.6666667	0.21695292	0.8080939947780679	0.0	0.7393058001477021	0.19025674		0.2073726	0.19155844		0.21637402	0.8077682685977617		0.7397805446585934	0.021978023	0.6666667	0.31226516	0.071428575	0.6666667	0.33628318	0.8461538461538461	0.0	0.14285714285714285
"IRELAND"	2015	0.3375531	0.14571947	0.33756307	0.32530692	0.18161926	0.3252204	0.31884405957848916	0.5	0.31877255758477	0.33770952	0.14673913	0.33770087	0.32573244	0.16666667	0.3257158	0.3186982670428124	0.6956521739130435	0.31872747704111287	0.08213507	0.14537959	0.112476744	0.13685474	0.18387909	0.15765353	0.5569620253164557	0.43478260869565216	0.3924050632911392
"ITALY"	2015	0.21686721	0.19061057	0.23071207	0.21120468	0.20433904	0.22111115	0.7349079061399564	0.6006057259508392	0.560561499332263	0.21702847	0.19030416	0.2307024	0.21148187	0.2037722	0.22103398	0.7348451570393147	0.6015221618721921	0.5607867715495242	0.06548502	0.3552761	0.25292817	0.1	0.34796238	0.25765306	0.7938144329896907	0.10810810810810811	0.04310344827586207
"KOSOVO"	2015	0.055555556		0.042261906	0.041666668		0.060869563	0.9444444444444444		0.8541666666666666	0.055555556		0.042261906	0.041666668		0.060869563	0.9444444444444444		0.8541666666666666									
"LATVIA"	2015	0.34848484	0.41666666	0.338379	0.34285715	0.5	0.33563918	0.6363636363636364	0.3333333333333333	0.5927960263940251	0.33333334		0.33838248	0.3283582		0.33568063	0.6507936507936508		0.5928440633101872	0.6666667	0.41666666	0.3109367	0.6666667	0.5	0.27	0.3333333333333333	0.3333333333333333	0.21428571428571427
"LIECHTENSTEIN"	2015	0.14942563	0.09090909	0.14790261	0.22856233	0.16666667	0.22438271	0.7315096251266464	0.5	0.7314172447968286	0.14926511	0.0	0.147753	0.2247829	0.0	0.22067401	0.7322515212981744	1.0	0.7321428571428571									
"LITHUANIA"	2015	0.44492862	0.15714286	0.41785404	0.4425493	0.2173913	0.42500162	0.5308377494644266	0.5	0.5588912776412777	0.4452913	0.3	0.4181138	0.443636	0.3	0.4261103	0.5307596794220567	0.0	0.5589885481515641	0.12361111	0.12857144	0.1578593	0.121212125	0.15384616	0.14754099	0.6	0.6	0.46153846153846156
"LUXEMBOURG"	2015	0.17748035	0.28886062	0.18619315	0.18285958	0.28021607	0.19691941	0.7153414129470884	0.7032727272727273	0.657898519476786	0.17740186	0.2911062	0.18629588	0.18307343	0.29127613	0.19757026	0.7165432098765432	0.704360679970436	0.6586964350018005	0.21059655	0.15075758	0.1370057	0.16431925	0.11702128	0.13636364	0.20833333333333334	0.6363636363636364	0.27586206896551724
"MACEDONIA"	2015	0.2	0.0	0.08928572	0.1	0.0	0.06666667	0.8	1.0	0.7142857142857143										0.2	0.0	0.08928572	0.1	0.0	0.06666667	0.8	1.0	0.7142857142857143
"MALTA"	2015	0.10941489	0.10150376	0.16339166	0.11904762	0.16666667	0.18017593	0.8723404255319149	0.7368421052631579	0.7022851625362085	0.10894661	0.1	0.16342463	0.11177645	0.2173913	0.18017875	0.8787878787878788	0.9	0.702938327413626	0.13645834	0.103174604	0.15318443	0.2	0.13513513	0.18	0.5	0.5555555555555556	0.5
"MOLDOVA"	2015	0.2613504	0.728067	0.2640786	0.27867097	0.75601375	0.36205316	0.7124563445867288	0.13559322033898305	0.6409090909090909	0.22869319	0.75541127	0.23313428	0.23569483	0.76829267	0.29579982	0.7613636363636364	0.09090909090909091	0.7310012062726177	0.40967742	0.717451	0.35873842	0.43718594	0.75119615	0.4317968	0.49032258064516127	0.15294117647058825	0.36531365313653136
"MONACO"	2015	0.24850658		0.2516892	0.2422998		0.24339622	0.6415770609318996		0.6283783783783784	0.24820144		0.25225988	0.24173553		0.24710424	0.6438848920863309		0.6305084745762712									
"MONTENEGRO"	2015	0.2692495	0.5	0.2599515	0.26836157	0.5	0.25197542	0.7266081871345029	0.5	0.6577086280056577	0.26247847		0.26504403	0.2618243		0.25436047	0.7349397590361446		0.7123287671232876	0.30744338	0.5	0.23577236	0.30172414	0.5	0.24833703	0.6796116504854369	0.5	0.3983739837398374
"NORWAY"	2015	0.14273475	0.3210684	0.22955649	0.14266497	0.31967986	0.24636197	0.8570221785341279	0.5901509134233519	0.5781366107395675	0.14275187	0.31946883	0.22953263	0.14267996	0.31762296	0.24629796	0.8571011508735268	0.6011466011466011	0.5782647606844713	0.10145637	0.372466	0.29637435	0.13392857	0.34302327	0.28550932	0.6666666666666666	0.23684210526315788	0.2191780821917808
"POLAND"	2015	0.18701844	0.25399908	0.18709186	0.18964733	0.23618327	0.19006583	0.8031880099610966	0.4265232974910394	0.800227855311877	0.18711136	0.31949264	0.18721808	0.18985294	0.3135825	0.19100776	0.8033222209449362	0.37719298245614036	0.8014553845802347	0.13276388	0.15030095	0.1406652	0.13903743	0.15294118	0.14300904	0.7248322147651006	0.5046296296296297	0.3487394957983193
"PORTUGAL"	2015	0.33283162	0.33377028	0.3286712	0.34387547	0.32935703	0.33560085	0.4507659836942611	0.5228286260352516	0.45170020326804594	0.33284903	0.3345654	0.32868946	0.34392318	0.33272815	0.33574677	0.4507440014099519	0.5231195397400383	0.4517064369093065	0.056296296	0.10054248	0.084704086	0.051948052	0.09917355	0.08852459	0.8	0.4375	0.3684210526315789
"ROMANIA"	2015	0.22049618	0.22678572	0.1979401	0.22648752	0.15277778	0.19739696	0.745920745920746	0.6428571428571429	0.768033946251768	0.22404703	0.2673913	0.19962917	0.23354565	0.22727273	0.20681265	0.7518248175182481	0.6086956521739131	0.7729257641921398	0.13941799	0.04	0.13992064	0.16	0.035714287	0.12	0.6111111111111112	0.8	0.6
"RUSSIA"	2015	0.2736908	0.28494146	0.2738131	0.27744025	0.28737986	0.27773035	0.7207978389579169	0.3094938546404723	0.7191565573462739	0.27369905	0.28876904	0.27382615	0.27748176	0.2925443	0.2778421	0.7208323468698944	0.3052273182455438	0.7192181769825375	0.2181471	0.17479068	0.19279332	0.20232399	0.17698303	0.19103369	0.48812664907651715	0.4322766570605187	0.33653846153846156
"SERBIA"	2015	0.23142177	0.1862619	0.22198726	0.2116258	0.1640625	0.2	0.6072234762979684	0.65	0.6045694200351494	0.23329969	0.19214286	0.22219868	0.21165049	0.16595745	0.20014663	0.5960099750623441	0.6333333333333333	0.6003937007874016	0.21349207	0.13333334	0.22022662	0.2112676	0.14285715	0.19858156	0.7142857142857143	0.8	0.639344262295082
"SLOVAKIA"	2015	0.23784079	0.11111111	0.23587853	0.24725835	0.125	0.24395113	0.6873593411664478	0.6666666666666666	0.6849785525172571	0.23784795	0.0	0.2358786	0.24727213	0.0	0.24398127	0.6873682043126034	1.0	0.6850703569864214	0.1537037	0.13333334	0.23570083	0.17142858	0.13043478	0.21428572	0.5833333333333334	0.6	0.4576271186440678
"SLOVENIA"	2015	0.1980042	0.20465764	0.20009096	0.1918429	0.20557718	0.19861531	0.7521008403361344	0.5933682373472949	0.6555446516192346	0.19718058	0.20427431	0.20000353	0.19025157	0.2028302	0.19675821	0.7580299785867237	0.599290780141844	0.6594059405940594	0.24074075	0.22867966	0.20990169	0.23076923	0.27586207	0.24444444	0.4444444444444444	0.2222222222222222	0.2222222222222222
"SPAIN"	2015	0.22035691	0.124236986	0.23713693	0.2293214	0.12905638	0.2442717	0.7086128779297726	0.7746938775510204	0.6814499267855534	0.22023103	0.123225495	0.23686175	0.22960712	0.12772444	0.24389262	0.7087418970474098	0.7779156327543424	0.682603750698789	0.25453153	0.20066774	0.31452596	0.17485549	0.1984127	0.2936568	0.6735905044510386	0.53125	0.35696413678065053
"SWEDEN"	2015	0.18508962	0.22750282	0.30217513	0.19472687	0.23850197	0.3062528	0.7910719228183939	0.6851211072664359	0.4357471839658983	0.18515609	0.22479036	0.30220452	0.19486278	0.22952381	0.30640942	0.7914244689805416	0.7234314980793854	0.4358582618677831	0.14758772	0.25213566	0.2559508	0.17280453	0.2584746	0.24770643	0.5921787709497207	0.3372093023255814	0.2610619469026549
"SWITZERLAND"	2015	0.18443011	0.11509443	0.20685655	0.20577982	0.13927576	0.20882054	0.7259884339073321	0.5684931506849316	0.6408376140185378	0.18448429	0.14628908	0.20691459	0.2059984	0.19178082	0.20906365	0.725977250303818	0.6285714285714286	0.6409018069564876	0.061242428	0.10525828	0.08190756	0.06437768	0.12587413	0.10037574	0.751412429378531	0.5495495495495496	0.5026455026455027
"TURKEY"	2015	0.10408204	0.088435374	0.11695342	0.11271827	0.16666667	0.1329216	0.8473208207721482	0.7142857142857143	0.7935341660543718	0.10406286	0.0	0.11679837	0.11253935	0.0	0.13265875	0.8477667251804174	1.0	0.7948074937306387	0.11086207	0.103174604	0.15738063	0.14	0.1764706	0.15360501	0.6896551724137931	0.6666666666666666	0.46153846153846156
"UK"	2015	0.22992076	0.22685587	0.22933242	0.24196821	0.21704091	0.23777065	0.711163428515952	0.7056355595872548	0.7091352906650792	0.23011956	0.24356359	0.22954787	0.24245426	0.24139796	0.2385276	0.7111113541708443	0.7297915265635507	0.7094751414959892	0.092109054	0.13710015	0.11258881	0.10507881	0.17437452	0.14390723	0.7472620050547599	0.5758670520231214	0.5249837767683323
"UKRAINE"	2015	0.28160286	0.08	0.27592877	0.2834776	0.07692308	0.27761838	0.7142509609302778	0.92	0.719500346981263	0.28289646	1.0	0.27860177	0.28486985	1.0	0.28083318	0.7130818226359628	0.0	0.7169988717562994	0.096969694	0.041666668	0.11015549	0.10429448	0.04	0.106796116	0.8811188811188811	0.9583333333333334	0.8746355685131195
"ALBANIA"	2016	0.22335836	0.24747285	0.22442546	0.22126473	0.2417811	0.22298825	0.7582715345122647	0.487468671679198	0.7454622005988024	0.22335836	0.24747285	0.22442546	0.22126473	0.2417811	0.22298825	0.7582715345122647	0.487468671679198	0.7454622005988024									
"AUSTRIA"	2016	0.14433813	0.16629615	0.1455519	0.14740705	0.17439377	0.14912611	0.8183811241458048	0.5339120998372219	0.8119751012745776	0.14435562	0.16634241	0.1455546	0.14746562	0.17389606	0.14911394	0.8183864294580058	0.5387575590984057	0.8121010977789125	0.056250002	0.1627899	0.132433	0.05154639	0.18794326	0.15445027	0.7916666666666666	0.16666666666666666	0.2
"BELARUS"	2016	0.5833333		0.5833333	0.53333336		0.53333336	0.1111111111111111		0.1111111111111111	0.5833333		0.5833333	0.53333336		0.53333336	0.1111111111111111		0.1111111111111111									
"BELGIUM"	2016	0.21624215	0.24374028	0.2740732	0.22815323	0.2682927	0.2789555	0.6951287882794732	0.45454545454545453	0.5181239087815894	0.21627787	0.21589689	0.2740964	0.22833641	0.29032257	0.27906576	0.6952196505487295	0.5714285714285714	0.5182131936124175	0.13951705	0.24900794	0.20202892	0.1409396	0.26436782	0.22461928	0.5	0.43243243243243246	0.24074074074074073
"BOSNIA"	2016	0.26554358	0.20688406	0.25624654	0.24789207	0.2015504	0.2363847	0.6495956873315364	0.532608695652174	0.6223776223776224	0.28469056	0.2064394	0.2748109	0.27845037	0.2015504	0.26102942	0.6677524429967426	0.5	0.65	0.17369792	0.20729166	0.18532638	0.17777778	0.2015504	0.19435737	0.5625	0.5625	0.5168539325842697
"BULGARIA"	2016	0.32882378	0.0	0.33096564	0.32650158	0.0	0.32942203	0.6422547736586006	1.0	0.6302694853471383	0.3288644	0.0	0.3309997	0.3265571	0.0	0.3294959	0.6422261305516809	1.0	0.6302919363102315	0.13275261	0.0	0.19402382	0.16	0.0	0.21518987	0.7804878048780488	1.0	0.54
"CROATIA"	2016	0.2437043	0.2215432	0.24319139	0.24877214	0.22205955	0.24465087	0.7172389317718038	0.6258205689277899	0.7058774349970738	0.24396318	0.2232893	0.24336699	0.24916	0.22460438	0.24550743	0.7171035095513105	0.6263982102908278	0.7062222594422578	0.061607145	0.14349207	0.13835204	0.13333334	0.16666667	0.15	0.8125	0.6	0.5
"CYPRUS"	2016	0.32092592	0.044444446	0.28322586	0.25	0.1	0.271703	0.5666666666666667	0.7142857142857143	0.6055242692410834	0.40350878		0.28355727	0.32258064		0.2739143	0.5263157894736842		0.606297093649085	0.17828283	0.044444446	0.18849063	0.18181819	0.1	0.13084112	0.6363636363636364	0.7142857142857143	0.38461538461538464
"CZECH"	2016	0.22626553	0.17629491	0.22629276	0.23841538	0.18382353	0.23830436	0.7066129642313157	0.3333333333333333	0.6992873153360568	0.22626671	0.1715539	0.22629508	0.2384248	0.2090909	0.23833008	0.7066150763631903	0.3	0.6992924528301887	0.11111111	0.2	0.06143791	0.10526316	0.07692308	0.08	0.5	0.5	0.3333333333333333
"DENMARK"	2016	0.13337101	0.20561507	0.15272713	0.14050782	0.21538462	0.17149535	0.8489868753101671	0.7038152610441767	0.7732810679097362	0.13336492	0.20493396	0.15271945	0.14049919	0.20797907	0.17143887	0.8490642756056862	0.7181628392484343	0.7734236234458259	0.16088606	0.22278653	0.18811747	0.14847161	0.26548672	0.20173913	0.5	0.34210526315789475	0.11627906976744186
"ESTONIA"	2016	0.28701988	0.2895932	0.28898612	0.2879877	0.28661555	0.2876358	0.6597965878126247	0.4598414339882799	0.6495962931585955	0.2870249	0.2897437	0.28899005	0.28800148	0.28691775	0.2876609	0.6597906831435713	0.4598137288720248	0.6495988796293094									
"FINLAND"	2016	0.20032308	0.34529763	0.30941415	0.21262029	0.26923078	0.3102009	0.771854879738952	0.23333333333333334	0.4269839269552865	0.20032822	0.25	0.3094326	0.21261737	0.22222222	0.31031996	0.7720599204921413	0.0	0.42705856059781205	0.18884708	0.3521046	0.26645797	0.21356784	0.27272728	0.25	0.3137254901960784	0.25	0.25333333333333335
"FRANCE"	2016	0.22660242	0.26562327	0.21069664	0.2431777	0.27634248	0.228595	0.7154436812357271	0.5503448275862068	0.7216982454828428	0.22662336	0.2607245	0.21067789	0.24339868	0.26169404	0.22840218	0.7156330763808864	0.5715839072127582	0.7219324542423217	0.17576848	0.36147887	0.26455843	0.1804401	0.36338028	0.26493573	0.2554347826086957	0.1347517730496454	0.04838709677419355
"GERMANY"	2016	0.14665061	0.18098857	0.1477718	0.14933313	0.18390763	0.1514867	0.8111834749264536	0.5706980142126585	0.8034425563554717	0.14667365	0.180683	0.14776886	0.14939901	0.18210712	0.15138736	0.8111999504883383	0.5752807477641046	0.8036128441685896	0.06645392	0.2054185	0.1579181	0.08396125	0.23184778	0.1846049	0.7538461538461538	0.20430107526881722	0.21717171717171718
"GREECE"	2016	0.2501254	0.1362448	0.260166	0.27034777	0.14545454	0.26860037	0.5224792229898868	0.5294117647058824	0.4824943224829675	0.25040993		0.26055583	0.27106673		0.26992697	0.5221318879855466		0.4824969168010625	0.13201122	0.1362448	0.10796256	0.12396694	0.14545454	0.13138686	0.6666666666666666	0.5294117647058824	0.48148148148148145
"HUNGARY"	2016	0.3028197	0.3172073	0.30117255	0.3136676	0.31306556	0.303591	0.6613828425096031	0.47489928726371244	0.6211271041717492	0.3028456	0.3173035	0.30119446	0.31382763	0.31364617	0.30388954	0.6613737642780311	0.47512013641295925	0.6211600310524564	0.05	0.11031746	0.054166667	0.06896552	0.078947365	0.069767445	0.75	0.0	0.25
"ICELAND"	2016	0.33333334		0.20853579	0.18181819		0.21641217	0.6666666666666666		0.7466093485105353	0.2		0.20851383	0.1		0.21629281	0.8		0.7466545564638207									
"IRELAND"	2016	0.33445486	0.2236767	0.33444694	0.32377017	0.21428572	0.32372096	0.32906831615551874	0.3076923076923077	0.32905043718506194	0.33451077	0.27604166	0.334494	0.32402092	0.21875	0.32401624	0.3290879824113698	0.5625	0.32912505495885935	0.14706257	0.20040338	0.17667784	0.18955223	0.21376811	0.20251717	0.2631578947368421	0.19444444444444445	0.07894736842105263
"ITALY"	2016	0.21591559	0.19776994	0.23599173	0.21050224	0.21079732	0.22780627	0.7319326819983375	0.5611315182944396	0.5307088944797987	0.2160449	0.19746752	0.23597465	0.21073458	0.21025832	0.22769567	0.7319682114732945	0.5620140354675182	0.5309219977351213	0.091227815	0.35742015	0.27626228	0.13294798	0.35193798	0.27955666	0.6976744186046512	0.09523809523809523	0.02830188679245283
"KOSOVO"	2016	0.0882353		0.0861678	0.071428575		0.069767445	0.9117647058823529		0.8571428571428571	0.0882353		0.0861678	0.071428575		0.069767445	0.9117647058823529		0.8571428571428571									
