iso_code,year,employment_gap,pay_gap,inactive_care_pct,women_parliament_pct,childcare_spend_pct_gdp,maternity_weeks,parental_paid_weeks,father_leave_weeks,WBL INDEX,MOBILITY,WORKPLACE,PAY,MARRIAGE,PARENTHOOD,ENTREPRENEURSHIP,ASSETS,PENSION,female_board_share,female_senior_mgmt_share
UK,2011,,21.8,1.8,16.5,0.7657422252602999,52.0,0.0,2.0,,,,,,,,,,0.16424124,0.16230212
UK,2012,,22.6,2.0,18.2,0.7545988606087424,52.0,0.0,2.0,,,,,,,,,,0.231358,0.23167868
UK,2013,,21.0,1.8,19.8,0.7283056540008359,52.0,0.0,2.0,,,,,,,,,,0.2330936,0.23383231
UK,2014,,20.9,1.9,24.8,0.5840320019270621,52.0,0.0,2.0,,,,,,,,,,0.232597,0.23329295
UK,2015,,21.0,1.9,25.2,0.6323315839139724,52.0,0.0,2.0,,,,,,,,,,0.22933242,0.22992076
UK,2016,,20.7,1.8,23.7,0.5435825577336049,52.0,0.0,2.0,,,,,,,,,,0.22721277,0.22775999
UK,2017,,20.8,1.5,26.5,0.5572876841528962,52.0,0.0,2.0,,,,,,,,,,0.22811109,0.22858176
UK,2018,,19.8,1.4,30.8,0.5407146036530956,52.0,0.0,2.0,,,,,,,,,,0.23015638,0.23043588
UK,2019,,,1.4,32.8,0.5228740400747267,52.0,0.0,2.0,,,,,,,,,,0.25954723,0.25959608
UK,2020,,,,33.1,0.523507588078991,52.0,0.0,2.0,,,,,,,,,,0.27605838,0.27605772
UK,2021,,,,33.1,,52.0,0.0,2.0,,,,,,,,,,,
UK,2022,,,,29.9,,52.0,0.0,2.0,,,,,,,,,,,
UK,2023,,,,26.2,,52.0,0.0,2.0,,,,,,,,,,,
